observation,internet_email,handheld,often_internet,social_media,internet_subscriber,type_internet,own_cell_phone,smartphone,connection_problems,twitter,instagram,facebook,snapchat,youtube,twitter_usage,instagram_usage,facebook_usage,snapchat_usage,youtube_usage,books,gender,household_people,age,employment_status,political_party
121,Yes,Yes,5 - Few times a month or less,No,No,No internet subscription,No,No cell phone,4 - Never,No,No,No,No,No,Does not use,Does not use,Does not use,Does not use,Does not use,0.00,Man,1.00,65.00,Retired,Independent
122,Yes,Yes,1 - Almost constantly,Yes,Yes,Higher-speed,Yes,Yes,2 - Sometimes,No,No,Yes,No,Yes,Does not use,Does not use,3 - About once a day,Does not use,3 - About once a day,97+,Woman,2.00,57.00,Retired,Independent
123,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,2 - Sometimes,No,Yes,Yes,No,Yes,Does not use,5 - Few times a month or less,2 - Several times a day,Does not use,4 - Several times a week,3.00,Man,2.00,70.00,Retired,Independent
124,No,No,No Internet,No,No,No internet subscription,Yes,No,No internet,No,No,No,No,No,Does not use,Does not use,Does not use,Does not use,Does not use,1.00,Man,3.00,88.00,Retired,Republican
125,Yes,Yes,1 - Almost constantly,Yes,Yes,Higher-speed,Yes,Yes,4 - Never,No,No,Yes,No,No,Does not use,Does not use,5 - Few times a month or less,Does not use,Does not use,24.00,Man,2.00,55.00,Full-time,Republican
126,No,No,No Internet,No,No,No internet subscription,No,No cell phone,No internet,No,No,No,No,No,Does not use,Does not use,Does not use,Does not use,Does not use,0.00,Man,2.00,53.00,Full-time,Republican
127,No,No,No Internet,No,No,No internet subscription,No,No cell phone,No internet,No,No,No,No,No,Does not use,Does not use,Does not use,Does not use,Does not use,6.00,Woman,2.00,81.00,Not employed,Republican
128,Yes,Yes,1 - Almost constantly,No,Yes,Higher-speed,Yes,Yes,3 - Rarely,No,No,No,No,Yes,Does not use,Does not use,Does not use,Does not use,3 - About once a day,2.00,Man,2.00,42.00,Full-time,Independent
129,Yes,No,3 - About once a day,Yes,No,No internet subscription,Yes,No,4 - Never,No,No,No,No,Yes,Does not use,Does not use,Does not use,Does not use,3 - About once a day,3.00,Man,2.00,89.00,Retired,Democrat
130,Yes,No,2 - Several times a day,No,Yes,Higher-speed,No,No cell phone,3 - Rarely,No,No,No,No,Yes,Does not use,Does not use,Does not use,Does not use,1 - Almost constantly,3.00,Man,1.00,54.00,Part-time,Democrat
131,Yes,No,2 - Several times a day,No,Yes,Higher-speed,Yes,No,2 - Sometimes,No,No,No,No,Yes,Does not use,Does not use,Does not use,Does not use,4 - Several times a week,15.00,Man,2.00,72.00,Retired,Independent
132,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,No,No,Yes,No,Yes,Does not use,Does not use,5 - Few times a month or less,Does not use,5 - Few times a month or less,3.00,Woman,2.00,64.00,Full-time,Republican
133,Yes,No,5 - Few times a month or less,No,No,No internet subscription,Yes,Yes,3 - Rarely,No,No,Yes,No,No,Does not use,Does not use,3 - About once a day,Does not use,Does not use,0.00,Man,1.00,75.00,Retired,
134,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,2 - Sometimes,No,No,Yes,No,Yes,Does not use,Does not use,3 - About once a day,Does not use,3 - About once a day,20.00,Woman,4.00,62.00,Part-time,Republican
135,Yes,No,2 - Several times a day,No,Yes,Higher-speed,Yes,No,3 - Rarely,No,No,No,No,Yes,Does not use,Does not use,Does not use,Does not use,3 - About once a day,10.00,Man,2.00,77.00,Retired,Independent
136,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,2 - Sometimes,No,Yes,Yes,Yes,No,Does not use,2 - Several times a day,1 - Almost constantly,2 - Several times a day,Does not use,8.00,Woman,2.00,66.00,Not employed,Independent
137,Yes,Yes,2 - Several times a day,No,Yes,Higher-speed,Yes,Yes,3 - Rarely,No,No,No,No,Yes,Does not use,Does not use,Does not use,Does not use,3 - About once a day,4.00,Man,3.00,,Retired,Independent
138,Yes,No,2 - Several times a day,No,Yes,Higher-speed,Yes,No,3 - Rarely,No,No,No,No,Yes,Does not use,Does not use,Does not use,Does not use,3 - About once a day,2.00,Man,2.00,70.00,Retired,Democrat
139,No,No,No Internet,No,Yes,Higher-speed,Yes,No,No internet,No,No,No,No,No,Does not use,Does not use,Does not use,Does not use,Does not use,5.00,Man,1.00,83.00,Retired,Democrat
140,Yes,Yes,3 - About once a day,No,Yes,Higher-speed,Yes,Yes,3 - Rarely,No,No,No,No,Yes,Does not use,Does not use,Does not use,Does not use,Don't Know,3.00,Woman,2.00,78.00,Retired,Democrat
141,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,No,No,Yes,No,Yes,Does not use,Does not use,2 - Several times a day,Does not use,5 - Few times a month or less,25.00,Woman,2.00,70.00,Retired,Democrat
142,No,No,No Internet,No,No,No internet subscription,Yes,No,No internet,No,No,No,No,No,Does not use,Does not use,Does not use,Does not use,Does not use,1.00,Woman,1.00,94.00,Retired,Democrat
143,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,No,No,Yes,No,Yes,Does not use,Does not use,3 - About once a day,Does not use,5 - Few times a month or less,1.00,Woman,1.00,65.00,Full-time,Republican
144,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,No,No,Yes,No,No,Does not use,Does not use,1 - Almost constantly,Does not use,Does not use,3.00,Man,2.00,70.00,Retired,Republican
145,Yes,Yes,1 - Almost constantly,Yes,Yes,Higher-speed,Yes,Yes,2 - Sometimes,Yes,Yes,Yes,Yes,Yes,2 - Several times a day,2 - Several times a day,2 - Several times a day,3 - About once a day,3 - About once a day,20.00,Man,2.00,61.00,Full-time,Independent
146,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,4 - Never,No,No,Yes,No,Yes,Does not use,Does not use,4 - Several times a week,Does not use,1 - Almost constantly,2.00,Man,2.00,71.00,Full-time,Democrat
147,Yes,Yes,1 - Almost constantly,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,No,No,Yes,No,Yes,Does not use,Does not use,1 - Almost constantly,Does not use,3 - About once a day,0.00,Woman,2.00,66.00,Full-time,Democrat
148,Yes,No,1 - Almost constantly,Yes,Yes,Higher-speed,Yes,Yes,2 - Sometimes,No,No,Yes,No,Yes,Does not use,Does not use,5 - Few times a month or less,Does not use,4 - Several times a week,3.00,Man,1.00,64.00,Full-time,Democrat
149,Yes,No,1 - Almost constantly,No,Yes,Higher-speed,No,No cell phone,3 - Rarely,No,No,No,No,Yes,Does not use,Does not use,Does not use,Does not use,3 - About once a day,0.00,Man,1.00,62.00,Not employed,Democrat
150,Yes,Yes,2 - Several times a day,Yes,No,No internet subscription,Yes,Yes,2 - Sometimes,No,No,Yes,No,No,Does not use,Does not use,1 - Almost constantly,Does not use,Does not use,50.00,Woman,1.00,84.00,Retired,Republican
151,Yes,Yes,3 - About once a day,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,No,No,Yes,No,Yes,Does not use,Does not use,2 - Several times a day,Does not use,3 - About once a day,20.00,Woman,2.00,74.00,Retired,Republican
152,Yes,Yes,2 - Several times a day,No,Yes,Higher-speed,Yes,Yes,3 - Rarely,No,No,No,No,Yes,Does not use,Does not use,Does not use,Does not use,2 - Several times a day,0.00,Man,2.00,62.00,Retired,Democrat
153,No,No,No Internet,No,No,No internet subscription,Yes,No,No internet,No,No,No,No,No,Does not use,Does not use,Does not use,Does not use,Does not use,0.00,Woman,2.00,87.00,Retired,Democrat
154,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,1 - Often,No,No,Yes,No,Yes,Does not use,Does not use,1 - Almost constantly,Does not use,3 - About once a day,3.00,Woman,1.00,74.00,Not employed,Independent
155,No,No,No Internet,No,Yes,Higher-speed,Yes,Yes,No internet,No,No,No,No,No,Does not use,Does not use,Does not use,Does not use,Does not use,0.00,Woman,2.00,76.00,Retired,Republican
156,Yes,Yes,3 - About once a day,No,Yes,Higher-speed,Yes,Yes,3 - Rarely,No,No,No,No,No,Does not use,Does not use,Does not use,Does not use,Does not use,0.00,Man,2.00,65.00,Retired,
157,No,No,No Internet,No,No,No internet subscription,Yes,No,No internet,No,No,No,No,No,Does not use,Does not use,Does not use,Does not use,Does not use,0.00,Man,2.00,86.00,Retired,Democrat
158,Yes,Yes,1 - Almost constantly,Yes,Yes,Higher-speed,Yes,Yes,4 - Never,Yes,Yes,Yes,No,Yes,1 - Almost constantly,5 - Few times a month or less,1 - Almost constantly,Does not use,1 - Almost constantly,8.00,Man,3.00,44.00,Full-time,Democrat
159,Yes,Yes,2 - Several times a day,No,Yes,Higher-speed,Yes,Yes,3 - Rarely,No,No,No,No,No,Does not use,Does not use,Does not use,Does not use,Does not use,50.00,Woman,2.00,71.00,Retired,Democrat
160,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,2 - Sometimes,No,No,Yes,No,Yes,Does not use,Does not use,3 - About once a day,Does not use,3 - About once a day,10.00,Woman,2.00,69.00,Retired,Independent
161,Yes,No,3 - About once a day,No,No,No internet subscription,No,No cell phone,4 - Never,No,No,No,No,No,Does not use,Does not use,Does not use,Does not use,Does not use,6.00,Man,2.00,86.00,Retired,Republican
162,No,No,No Internet,No,No,No internet subscription,Yes,No,No internet,No,No,No,No,No,Does not use,Does not use,Does not use,Does not use,Does not use,4.00,Man,1.00,97+,Retired,Republican
163,Yes,Yes,1 - Almost constantly,Yes,Yes,Higher-speed,Yes,Yes,4 - Never,No,No,Yes,No,Yes,Does not use,Does not use,2 - Several times a day,Does not use,3 - About once a day,12.00,Man,2.00,58.00,Full-time,Democrat
164,Yes,No,1 - Almost constantly,Yes,Yes,Higher-speed,Yes,No,3 - Rarely,No,No,Yes,No,Yes,Does not use,Does not use,1 - Almost constantly,Does not use,2 - Several times a day,2.00,Man,1.00,73.00,Retired,Independent
165,Yes,Yes,3 - About once a day,No,Yes,Higher-speed,Yes,Yes,2 - Sometimes,No,No,No,No,No,Does not use,Does not use,Does not use,Does not use,Does not use,2.00,Woman,1.00,70.00,Retired,Independent
166,Yes,Yes,2 - Several times a day,Yes,No,No internet subscription,Yes,Yes,4 - Never,No,No,Yes,No,No,Does not use,Does not use,2 - Several times a day,Does not use,Does not use,4.00,Woman,5.00,74.00,Retired,Independent
167,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,No,No,Yes,No,No,Does not use,Does not use,3 - About once a day,Does not use,Does not use,20.00,Woman,4.00,,Retired,Democrat
168,Yes,No,4 - Several times a week,Yes,Yes,Higher-speed,No,No cell phone,1 - Often,No,No,Yes,No,Yes,Does not use,Does not use,3 - About once a day,Does not use,3 - About once a day,2.00,Man,1.00,74.00,Retired,Independent
169,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,No,No,Yes,No,Yes,Does not use,Does not use,4 - Several times a week,Does not use,1 - Almost constantly,10.00,Man,2.00,35.00,Full-time,Independent
170,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,2 - Sometimes,No,No,Yes,No,No,Does not use,Does not use,1 - Almost constantly,Does not use,Does not use,25.00,Woman,1.00,80.00,Retired,Democrat
171,Yes,Yes,1 - Almost constantly,Yes,Yes,Higher-speed,No,No cell phone,4 - Never,No,No,Yes,No,No,Does not use,Does not use,2 - Several times a day,Does not use,Does not use,0.00,Man,2.00,61.00,Full-time,Republican
172,No,No,No Internet,No,No,No internet subscription,Yes,Yes,No internet,No,No,No,No,No,Does not use,Does not use,Does not use,Does not use,Does not use,2.00,Woman,1.00,84.00,Retired,Democrat
173,Yes,Yes,1 - Almost constantly,Yes,Yes,Higher-speed,Yes,Yes,1 - Often,No,No,Yes,No,Yes,Does not use,Does not use,3 - About once a day,Does not use,5 - Few times a month or less,12.00,Woman,2.00,66.00,Part-time,Republican
174,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,No,Yes,Yes,Yes,Yes,Does not use,3 - About once a day,1 - Almost constantly,1 - Almost constantly,3 - About once a day,30.00,Woman,2.00,52.00,Full-time,Democrat
175,Yes,Yes,4 - Several times a week,No,Yes,Don't Know,No,No cell phone,,No,No,No,No,No,Does not use,Does not use,Does not use,Does not use,Does not use,47.00,,7.00,34.00,Full-time,Republican
176,Yes,Yes,1 - Almost constantly,Yes,Yes,Higher-speed,Yes,Yes,4 - Never,No,No,Yes,No,Yes,Does not use,Does not use,1 - Almost constantly,Does not use,1 - Almost constantly,97+,Man,2.00,76.00,Retired,Independent
177,Yes,Yes,3 - About once a day,No,Yes,Higher-speed,Yes,Yes,3 - Rarely,No,No,Yes,No,Yes,Does not use,Does not use,4 - Several times a week,Does not use,3 - About once a day,0.00,Woman,2.00,63.00,Part-time,Democrat
178,Yes,Yes,1 - Almost constantly,Yes,Yes,Higher-speed,Yes,Yes,2 - Sometimes,No,Yes,Yes,No,Yes,Does not use,2 - Several times a day,1 - Almost constantly,Does not use,3 - About once a day,10.00,Woman,2.00,62.00,Part-time,Republican
179,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,4 - Never,No,Yes,Yes,No,Yes,Does not use,4 - Several times a week,2 - Several times a day,Does not use,4 - Several times a week,12.00,Woman,2.00,69.00,Retired,Democrat
180,Yes,No,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,4 - Never,No,No,Yes,No,No,Does not use,Does not use,3 - About once a day,Does not use,Does not use,2.00,Man,2.00,75.00,Part-time,Independent
181,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,No,Yes,Yes,No,Yes,Does not use,3 - About once a day,1 - Almost constantly,Does not use,3 - About once a day,0.00,Woman,,33.00,Not employed,
182,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,No,4 - Never,No,No,Yes,No,No,Does not use,Does not use,1 - Almost constantly,Does not use,Does not use,30.00,Woman,1.00,79.00,Retired,Republican
183,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,Yes,Yes,Yes,Yes,Yes,4 - Several times a week,5 - Few times a month or less,3 - About once a day,5 - Few times a month or less,2 - Several times a day,20.00,Woman,7.00,39.00,Not employed,Independent
184,No,No,No Internet,No,No,No internet subscription,Yes,Yes,No internet,No,No,Yes,No,Yes,Does not use,Does not use,1 - Almost constantly,Does not use,3 - About once a day,4.00,Man,2.00,73.00,Retired,Independent
185,Yes,Yes,1 - Almost constantly,Yes,Yes,Higher-speed,Yes,Yes,2 - Sometimes,No,Yes,Yes,No,Yes,Does not use,3 - About once a day,2 - Several times a day,Does not use,1 - Almost constantly,7.00,Woman,4.00,62.00,Not employed,Independent
186,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,No,No,Yes,No,Yes,Does not use,Does not use,1 - Almost constantly,Does not use,3 - About once a day,1.00,Woman,2.00,70.00,Retired,Republican
187,Yes,Yes,3 - About once a day,Yes,No,No internet subscription,Yes,No,4 - Never,No,No,Yes,No,Yes,Does not use,Does not use,2 - Several times a day,Does not use,5 - Few times a month or less,0.00,Woman,2.00,66.00,Retired,Democrat
188,No,No,No Internet,No,No,No internet subscription,Yes,No,No internet,No,No,No,No,No,Does not use,Does not use,Does not use,Does not use,Does not use,0.00,Man,2.00,72.00,Retired,Republican
189,Yes,No,3 - About once a day,No,No,No internet subscription,Yes,No,4 - Never,No,No,No,No,Yes,Does not use,Does not use,Does not use,Does not use,3 - About once a day,8.00,Man,1.00,68.00,Full-time,Independent
190,Yes,Yes,3 - About once a day,No,Yes,Higher-speed,Yes,,2 - Sometimes,No,No,No,No,No,Does not use,Does not use,Does not use,Does not use,Does not use,20.00,Man,1.00,93.00,Retired,Republican
191,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,No,No,Yes,No,Yes,Does not use,Does not use,5 - Few times a month or less,Does not use,4 - Several times a week,12.00,Man,2.00,61.00,Full-time,Independent
192,Yes,Yes,2 - Several times a day,No,Yes,Higher-speed,Yes,No,3 - Rarely,No,No,No,No,Yes,Does not use,Does not use,Does not use,Does not use,5 - Few times a month or less,3.00,Woman,1.00,65.00,Full-time,Independent
193,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,2 - Sometimes,No,No,Yes,No,Yes,Does not use,Does not use,1 - Almost constantly,Does not use,4 - Several times a week,0.00,Woman,2.00,72.00,Full-time,Democrat
194,Yes,No,5 - Few times a month or less,No,Yes,Higher-speed,Yes,Yes,1 - Often,No,No,No,No,Yes,Does not use,Does not use,Does not use,Does not use,5 - Few times a month or less,96.00,Woman,1.00,81.00,Retired,Republican
195,Yes,No,2 - Several times a day,No,Yes,Higher-speed,No,No cell phone,3 - Rarely,No,No,No,No,Yes,Does not use,Does not use,Does not use,Does not use,1 - Almost constantly,60.00,Man,6.00,61.00,Other,Independent
196,Yes,No,2 - Several times a day,No,Yes,Higher-speed,Yes,Yes,3 - Rarely,No,No,No,No,No,Does not use,Does not use,Does not use,Does not use,Does not use,3.00,Man,2.00,84.00,Retired,Democrat
197,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,2 - Sometimes,Yes,Yes,Yes,No,Yes,2 - Several times a day,3 - About once a day,2 - Several times a day,Does not use,2 - Several times a day,12.00,Woman,2.00,67.00,Retired,Republican
198,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,No,4 - Never,No,No,Yes,No,No,Does not use,Does not use,1 - Almost constantly,Does not use,Does not use,96.00,Woman,2.00,73.00,Retired,Republican
199,Yes,Yes,1 - Almost constantly,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,No,Yes,Yes,No,Yes,Does not use,5 - Few times a month or less,2 - Several times a day,Does not use,2 - Several times a day,4.00,Man,4.00,36.00,Full-time,Democrat
200,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,No,No,Yes,No,Yes,Does not use,Does not use,2 - Several times a day,Does not use,2 - Several times a day,5.00,Man,3.00,57.00,Retired,Independent
201,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,3 - Rarely,Yes,No,Yes,No,Yes,4 - Several times a week,Does not use,3 - About once a day,Does not use,3 - About once a day,0.00,Man,2.00,59.00,Retired,Republican
202,Yes,Yes,1 - Almost constantly,Yes,Yes,Higher-speed,Yes,No,3 - Rarely,Yes,Yes,Yes,No,Yes,4 - Several times a week,4 - Several times a week,2 - Several times a day,Does not use,2 - Several times a day,0.00,Woman,4.00,70.00,Retired,Democrat
203,Yes,Yes,2 - Several times a day,No,Yes,Higher-speed,Yes,No,3 - Rarely,No,No,No,No,Yes,Does not use,Does not use,Does not use,Does not use,1 - Almost constantly,0.00,Man,,66.00,Retired,
204,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,4 - Never,No,No,Yes,No,Yes,Does not use,Does not use,3 - About once a day,Does not use,5 - Few times a month or less,6.00,Woman,2.00,77.00,Retired,Republican
205,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,Yes,4 - Never,Yes,Yes,Yes,Yes,Yes,2 - Several times a day,2 - Several times a day,2 - Several times a day,4 - Several times a week,3 - About once a day,6.00,Man,2.00,57.00,Full-time,Republican
206,Yes,Yes,4 - Several times a week,No,Don't Know,No internet subscription,Yes,Yes,4 - Never,No,No,No,No,Yes,Does not use,Does not use,Does not use,Does not use,5 - Few times a month or less,97+,Woman,2.00,80.00,Retired,Republican
207,Yes,Yes,2 - Several times a day,No,Yes,Higher-speed,Yes,Yes,3 - Rarely,No,No,No,No,Yes,Does not use,Does not use,Does not use,Does not use,4 - Several times a week,97+,Woman,5.00,45.00,Part-time,Independent
208,Yes,Yes,2 - Several times a day,Yes,Yes,Higher-speed,Yes,No,3 - Rarely,No,No,Yes,No,No,Does not use,Does not use,2 - Several times a day,Does not use,Does not use,0.00,Man,3.00,73.00,Retired,Democrat
